"x"
"1",189.867036572265
"2",204.94527085209
"3",182.424032963606
"4",38.8792921126673
"5",176.669651865983
"6",307.336159784494
"7",123.493788904674
"8",53.364136189307
"9",148.720866604072
"10",121.075681619909
"11",200.547130055047
"12",177.010228578392
"13",165.143972641212
"14",183.130524473954
"15",201.41664420591
"16",136.403274957268
"17",130.273545504795
"18",96.7461568399379
"19",191.199899496026
"20",86.5058418907643
"21",108.230727715985
"22",166.857224132195
"23",171.241086302396
"24",131.832720192297
"25",259.486490905306
"26",190.186714715445
"27",243.582199588903
"28",111.955366977334
"29",212.972324289445
"30",223.758410376814
"31",95.9253204966843
"32",103.541374468053
"33",7.95057245758874
"34",188.541159908564
"35",157.740874121537
"36",178.475669908527
"37",200.975714578665
"38",69.4303021635129
"39",192.215470145235
"40",119.823677313799
"41",178.826818622883
"42",231.861171085595
"43",115.584465357936
"44",163.154995316487
"45",141.987317733715
"46",127.63368620114
"47",210.091776636001
"48",156.992223322687
"49",190.450705501447
"50",270.915331910051
"51",126.134436157357
"52",99.9614093131824
"53",93.1697722288027
"54",216.727754383982
"55",101.192838012993
"56",181.049779985995
"57",250.111800067351
"58",133.752591121783
"59",105.655394772732
"60",165.068882763706
"61",133.110331592796
"62",103.17794765083
"63",81.3776429759964
"64",233.650337638788
"65",120.122965221275
"66",178.282992123402
"67",113.373318368719
"68",136.225239186167
"69",154.326080946458
"70",227.719719622232
"71",22.5320482479386
"72",153.288069146763
"73",191.290707987126
"74",180.912705633884
"75",166.384079480497
"76",150.782085097022
"77",180.667003120144
"78",162.835389135392
"79",179.740771546765
"80",196.638668077134
"81",195.557914015577
"82",190.58227885149
"83",271.300163164954
"84",153.636957774972
"85",121.788328148043
"86",103.792253674092
"87",157.247391457012
"88",167.55078682426
"89",131.640705014931
"90",352.762504908665
"91",182.245608269824
"92",41.5389017135473
"93",235.317190222438
"94",171.322598894067
"95",181.331735451936
"96",127.262702468431
"97",231.675902076663
"98",65.1785678363694
"99",133.747150832971
"100",135.323205968721
